date,stablecoin,price,peg_value,market_cap,volume,jurisdiction,reserve_type,compliance_status,peg_currency,btc_volatility,eth_volatility,usd_short_rate,dxy,vix,volume_source
2023-01-13,DAI,0.9998822999962427,1.0,5059140926.0,207193306,Global,crypto_collateral,partly_regulated,USD,0.022370982097856842,0.013233871328351559,0.0448799991607666,102.19999694824219,18.350000381469727,Yahoo Finance chart API
2023-01-14,DAI,1.0003014401694839,1.0,5087447835.0,242355186,Global,crypto_collateral,partly_regulated,USD,0.022218966781118548,0.01888526706838423,0.0448799991607666,102.19999694824219,18.350000381469727,Yahoo Finance chart API
2023-01-15,DAI,1.000090830041922,1.0,5098787272.0,163757043,Global,crypto_collateral,partly_regulated,USD,0.0247573304229615,0.021542359998534297,0.0448799991607666,102.19999694824219,18.350000381469727,Yahoo Finance chart API
2023-01-16,DAI,1.0002177299958643,1.0,5104059768.0,184864608,Global,crypto_collateral,partly_regulated,USD,0.023712215353766133,0.021992289275732314,0.0448799991607666,102.19999694824219,18.350000381469727,Yahoo Finance chart API
2023-01-17,DAI,1.000395810076669,1.0,5101107756.0,202312236,Global,crypto_collateral,partly_regulated,USD,0.02593778373357962,0.02464107144502331,0.04493000030517578,102.38999938964844,19.360000610351562,Yahoo Finance chart API
2023-01-18,DAI,1.0004096799930473,1.0,5099994279.0,266370152,Global,crypto_collateral,partly_regulated,USD,0.03223144968334386,0.03133879033981642,0.0453000020980835,102.36000061035156,20.34000015258789,Yahoo Finance chart API
2023-01-19,DAI,1.0002971000717389,1.0,5114816479.0,148851814,Global,crypto_collateral,partly_regulated,USD,0.029203663772413294,0.031485485328620694,0.04525000095367432,102.05999755859375,20.520000457763672,Yahoo Finance chart API
2023-01-20,DAI,1.0000288399954007,1.0,5112492222.0,183160495,Global,crypto_collateral,partly_regulated,USD,0.03425725746150053,0.037945065099880285,0.04538000106811523,102.01000213623047,19.850000381469727,Yahoo Finance chart API
2023-01-21,DAI,1.0002446101456606,1.0,5116398819.0,206143731,Global,crypto_collateral,partly_regulated,USD,0.030922616416245212,0.033580465354971875,0.04538000106811523,102.01000213623047,19.850000381469727,Yahoo Finance chart API
2023-01-22,DAI,0.9997797401646479,1.0,5134044835.0,155664503,Global,crypto_collateral,partly_regulated,USD,0.03074705761891492,0.033592066130778336,0.04538000106811523,102.01000213623047,19.850000381469727,Yahoo Finance chart API
2023-01-23,DAI,1.00091489998722,1.0,5142898626.0,206452964,Global,crypto_collateral,partly_regulated,USD,0.030761051191788326,0.03346558389760179,0.04534999847412109,102.13999938964844,19.809999465942383,Yahoo Finance chart API
2023-01-24,DAI,1.0007379499959155,1.0,5145473306.0,171485520,Global,crypto_collateral,partly_regulated,USD,0.031946232239821924,0.03830075547177694,0.045729999542236326,101.91999816894531,19.200000762939453,Yahoo Finance chart API
2023-01-25,DAI,1.000221900109885,1.0,5157401197.0,215336569,Global,crypto_collateral,partly_regulated,USD,0.02864890081150672,0.03723988798851493,0.04545000076293945,101.63999938964844,19.079999923706055,Yahoo Finance chart API
2023-01-26,DAI,1.000185130044003,1.0,5157573092.0,196548307,Global,crypto_collateral,partly_regulated,USD,0.029555617469864553,0.03693690671212896,0.04543000221252441,101.83999633789062,18.729999542236328,Yahoo Finance chart API
2023-01-27,DAI,0.9997440100646596,1.0,5141678611.0,169625873,Global,crypto_collateral,partly_regulated,USD,0.010858314650824185,0.023908547948669628,0.04547999858856201,101.93000030517578,18.510000228881836,Yahoo Finance chart API
2023-01-28,DAI,0.9999717701291495,1.0,5131334513.0,120006414,Global,crypto_collateral,partly_regulated,USD,0.010948285787973123,0.023583131854427123,0.04547999858856201,101.93000030517578,18.510000228881836,Yahoo Finance chart API
2023-01-29,DAI,0.9998947200128843,1.0,5135544628.0,135453256,Global,crypto_collateral,partly_regulated,USD,0.015643878150889582,0.030707928531400544,0.04547999858856201,101.93000030517578,18.510000228881836,Yahoo Finance chart API
2023-01-30,DAI,1.0013709200429277,1.0,5138981027.0,197768240,Global,crypto_collateral,partly_regulated,USD,0.023197716496124048,0.03608180144468997,0.04534999847412109,102.27999877929688,19.940000534057617,Yahoo Finance chart API
2023-01-31,DAI,0.9999564099407771,1.0,5124224813.0,147008225,Global,crypto_collateral,partly_regulated,USD,0.02292354876396793,0.031942020973760914,0.04570000171661377,102.0999984741211,19.399999618530273,Yahoo Finance chart API
2023-02-01,DAI,1.0004519599618265,1.0,5111529437.0,173633041,Global,crypto_collateral,partly_regulated,USD,0.023485923458429064,0.031846217950135605,0.04519999980926514,101.22000122070312,17.8700008392334,Yahoo Finance chart API
2023-02-02,DAI,1.0001383099903964,1.0,5100539419.0,208676851,Global,crypto_collateral,partly_regulated,USD,0.02400184245192716,0.03165835177865432,0.04510000228881836,101.75,18.729999542236328,Yahoo Finance chart API
2023-02-03,DAI,1.0007372699461705,1.0,5111029087.0,172212381,Global,crypto_collateral,partly_regulated,USD,0.024047390248199317,0.03164773955277298,0.04522999763488769,102.91999816894531,18.329999923706055,Yahoo Finance chart API
2023-02-04,DAI,0.9998930399401307,1.0,5095394494.0,128502700,Global,crypto_collateral,partly_regulated,USD,0.024166602140756648,0.030246562379281562,0.04522999763488769,102.91999816894531,18.329999923706055,Yahoo Finance chart API
2023-02-05,DAI,0.9997439901309091,1.0,5101727314.0,99279321,Global,crypto_collateral,partly_regulated,USD,0.020781542543585576,0.026693456811425893,0.04522999763488769,102.91999816894531,18.329999923706055,Yahoo Finance chart API
2023-02-06,DAI,1.0004215299691603,1.0,5110815133.0,146356562,Global,crypto_collateral,partly_regulated,USD,0.014604159490430431,0.017950998535264127,0.04532999992370605,103.62000274658203,19.43000030517578,Yahoo Finance chart API
2023-02-07,DAI,1.0000474500119483,1.0,5106436999.0,156116381,Global,crypto_collateral,partly_regulated,USD,0.016302255705704732,0.021216294610357483,0.04570000171661377,103.43000030517578,18.65999984741211,Yahoo Finance chart API
2023-02-08,DAI,0.9999022100980329,1.0,5095886732.0,180778471,Global,crypto_collateral,partly_regulated,USD,0.012916680394073466,0.018531618988153153,0.045850000381469726,103.41000366210938,19.6299991607666,Yahoo Finance chart API
2023-02-09,DAI,0.9995652899286097,1.0,5099462991.0,228915462,Global,crypto_collateral,partly_regulated,USD,0.021229248583366972,0.03050194453891035,0.0461299991607666,103.22000122070312,20.709999084472656,Yahoo Finance chart API
2023-02-10,DAI,1.0000840800533999,1.0,5089542168.0,178690450,Global,crypto_collateral,partly_regulated,USD,0.020891740507350685,0.029200318668463156,0.04635000228881836,103.62999725341797,20.530000686645508,Yahoo Finance chart API
